PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,PredictProba,Prediction,CM,Survived
84,1,"Carrau, Mr. Francisco M",male,28.0,0,0,113059,47.1,,S,0.205,0.0,TN,0
85,2,"Ilett, Miss. Bertha",female,17.0,0,0,SO/C 14885,10.5,,S,1.0,1.0,TP,1
86,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278,15.85,,S,0.66,1.0,TP,1
87,3,"Ford, Mr. William Neal",male,16.0,1,3,W./C. 6608,34.375,,S,0.042,0.0,TN,0
88,3,"Slocovski, Mr. Selman Francis",male,,0,0,SOTON/OQ 392086,8.05,,S,0.0585056198369565,0.0,TN,0
89,1,"Fortune, Miss. Mabel Helen",female,23.0,3,2,19950,263.0,C23 C25 C27,S,0.91,1.0,TP,1
90,3,"Celotti, Mr. Francesco",male,24.0,0,0,343275,8.05,,S,0.003333333333333333,0.0,TN,0
91,3,"Christmann, Mr. Emil",male,29.0,0,0,343276,8.05,,S,0.4401914653973478,0.0,TN,0
92,3,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,347466,7.8542,,S,0.0,0.0,TN,0
93,1,"Chaffee, Mr. Herbert Fuller",male,46.0,1,0,W.E.P. 5734,61.175,E31,S,0.31666666666666665,0.0,TN,0
94,3,"Dean, Mr. Bertram Frank",male,26.0,1,2,C.A. 2315,20.575,,S,0.2131666666666667,0.0,TN,0
95,3,"Coxon, Mr. Daniel",male,59.0,0,0,364500,7.25,,S,0.0,0.0,TN,0
96,3,"Shorney, Mr. Charles Joseph",male,,0,0,374910,8.05,,S,0.03349818930749009,0.0,TN,0
97,1,"Goldschmidt, Mr. George B",male,71.0,0,0,PC 17754,34.6542,A5,C,0.23,0.0,TN,0
98,1,"Greenfield, Mr. William Bertram",male,23.0,0,1,PC 17759,63.3583,D10 D12,C,0.1,0.0,FN,1
99,2,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0,1,231919,23.0,,S,0.99,1.0,TP,1
100,2,"Kantor, Mr. Sinai",male,34.0,1,0,244367,26.0,,S,0.11,0.0,TN,0
101,3,"Petranec, Miss. Matilda",female,28.0,0,0,349245,7.8958,,S,0.8065000000000001,1.0,FP,0
102,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0,0,349215,7.8958,,S,0.03793773289051263,0.0,TN,0
103,1,"White, Mr. Richard Frasar",male,21.0,0,1,35281,77.2875,D26,S,0.315,0.0,TN,0
104,3,"Johansson, Mr. Gustaf Joel",male,33.0,0,0,7540,8.6542,,S,0.016666666666666666,0.0,TN,0
105,3,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2,0,3101276,7.925,,S,0.01,0.0,TN,0
106,3,"Mionoff, Mr. Stoytcho",male,28.0,0,0,349207,7.8958,,S,0.044222222222222225,0.0,TN,0
107,3,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,343120,7.65,,S,0.37,0.0,FN,1
108,3,"Moss, Mr. Albert Johan",male,,0,0,312991,7.775,,S,0.0598145647249747,0.0,FN,1
109,3,"Rekic, Mr. Tido",male,38.0,0,0,349249,7.8958,,S,0.134,0.0,TN,0
110,3,"Moran, Miss. Bertha",female,,1,0,371110,24.15,,Q,0.86,1.0,TP,1
111,1,"Porter, Mr. Walter Chamberlain",male,47.0,0,0,110465,52.0,C110,S,0.06,0.0,TN,0
112,3,"Zabour, Miss. Hileni",female,14.5,1,0,2665,14.4542,,C,0.5284166666666666,1.0,FP,0
113,3,"Barton, Mr. David John",male,22.0,0,0,324669,8.05,,S,0.0,0.0,TN,0
114,3,"Jussila, Miss. Katriina",female,20.0,1,0,4136,9.825,,S,0.14,0.0,TN,0
115,3,"Attalah, Miss. Malake",female,17.0,0,0,2627,14.4583,,C,0.6315,1.0,FP,0
116,3,"Pekoniemi, Mr. Edvard",male,21.0,0,0,STON/O 2. 3101294,7.925,,S,0.0,0.0,TN,0
117,3,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,,Q,0.0,0.0,TN,0
118,2,"Turpin, Mr. William John Robert",male,29.0,1,0,11668,21.0,,S,0.05,0.0,TN,0
119,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,PC 17558,247.5208,B58 B60,C,0.4784761904761905,0.0,TN,0
120,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,,S,0.5,0.0,TN,0
121,2,"Hickman, Mr. Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,,S,0.0,0.0,TN,0
122,3,"Moore, Mr. Leonard Charles",male,,0,0,A4. 54510,8.05,,S,0.03793773289051263,0.0,TN,0
123,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,,C,0.55,1.0,FP,0
124,2,"Webber, Miss. Susan",female,32.5,0,0,27267,13.0,E101,S,1.0,1.0,TP,1
125,1,"White, Mr. Percival Wayland",male,54.0,0,1,35281,77.2875,D26,S,0.38,0.0,TN,0
126,3,"Nicola-Yarred, Master. Elias",male,12.0,1,0,2651,11.2417,,C,0.72,1.0,TP,1
127,3,"McMahon, Mr. Martin",male,,0,0,370372,7.75,,Q,0.06966187617122867,0.0,TN,0
128,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,,S,0.0004761904761904762,0.0,FN,1
129,3,"Peter, Miss. Anna",female,,1,1,2668,22.3583,F E69,C,0.81,1.0,TP,1
130,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,,S,0.11666666666666665,0.0,TN,0
131,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,,C,0.07961904761904763,0.0,TN,0
132,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,0.2265753968253968,0.0,TN,0
133,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,,S,0.4394444444444444,0.0,TN,0
134,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,228414,26.0,,S,0.99,1.0,TP,1
135,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,,S,0.0,0.0,TN,0
136,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,,C,0.02,0.0,TN,0
137,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,11752,26.2833,D47,S,0.94,1.0,TP,1
138,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,C123,S,0.4663809523809524,0.0,TN,0
139,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,,S,0.2531547619047619,0.0,TN,0
140,1,"Giglio, Mr. Victor",male,24.0,0,0,PC 17593,79.2,B86,C,0.48,0.0,TN,0
141,3,"Boulos, Mrs. Joseph (Sultana)",female,,0,2,2678,15.2458,,C,0.87,1.0,FP,0
142,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,,S,0.9834923970956579,1.0,TP,1
143,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,,S,0.35666666666666663,0.0,FN,1
144,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,,Q,0.03404761904761905,0.0,TN,0
145,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,,S,0.0,0.0,TN,0
146,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,,S,0.05666666666666667,0.0,TN,0
147,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,,S,0.42424675324675326,0.0,FN,1
148,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,,S,0.02,0.0,TN,0
149,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,S,0.29,0.0,TN,0
150,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,,S,0.06,0.0,TN,0
151,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,,S,0.01,0.0,TN,0
152,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,C2,S,0.95,1.0,TP,1
153,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S,0.03,0.0,TN,0
154,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S,0.03,0.0,TN,0
155,3,"Olsen, Mr. Ole Martin",male,,0,0,Fa 265302,7.3125,,S,0.05483796451390372,0.0,TN,0
156,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C,0.04,0.0,TN,0
157,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Q,0.8958333333333335,1.0,TP,1
158,3,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,,S,0.49569298245614035,0.0,TN,0
159,3,"Smiljanic, Mr. Mile",male,,0,0,315037,8.6625,,S,0.06016808532286724,0.0,TN,0
160,3,"Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,S,0.0,0.0,TN,0
161,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,,S,0.05583333333333333,0.0,TN,0
162,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,,S,0.98,1.0,TP,1
163,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,,S,0.0026470588235294116,0.0,TN,0
164,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,,S,0.0003125,0.0,TN,0
165,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S,0.13,0.0,TN,0
166,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,,S,0.85,1.0,TP,1
167,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0,1,113505,55.0,E33,S,1.0,1.0,TP,1
168,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,S,0.14,0.0,TN,0
169,1,"Baumann, Mr. John D",male,,0,0,PC 17318,25.925,,S,0.2575248917748917,0.0,TN,0
170,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,,S,0.641452380952381,1.0,FP,0
171,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,B19,S,0.10400000000000001,0.0,TN,0
172,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,,Q,0.03,0.0,TN,0
173,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S,0.86,1.0,TP,1
174,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,,S,0.0,0.0,TN,0
175,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C,0.13,0.0,TN,0
176,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,,S,0.0,0.0,TN,0
177,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S,0.24,0.0,TN,0
178,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C,1.0,1.0,FP,0
179,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,,S,0.0,0.0,TN,0
180,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,,S,0.0,0.0,TN,0
181,3,"Sage, Miss. Constance Gladys",female,,8,2,CA. 2343,69.55,,S,0.0,0.0,TN,0
182,2,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,C,0.26,0.0,TN,0
183,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,,S,0.11,0.0,TN,0
184,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,0.96,1.0,TP,1
185,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,,S,0.82,1.0,TP,1
186,1,"Rood, Mr. Hugh Roscoe",male,,0,0,113767,50.0,A32,S,0.19299999999999998,0.0,TN,0
187,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1,0,370365,15.5,,Q,0.6024642857142856,1.0,TP,1
188,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,,S,0.23229761904761895,0.0,FN,1
189,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,,Q,0.0,0.0,TN,0
190,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,,S,0.0,0.0,TN,0
191,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,,S,0.99,1.0,TP,1
192,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,,S,0.4404999999999999,0.0,TN,0
193,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,S,0.5050000000000001,1.0,TP,1
194,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,0.97,1.0,TP,1
195,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,0.9,1.0,TP,1
196,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C,0.99,1.0,TP,1
197,3,"Mernagh, Mr. Robert",male,,0,0,368703,7.75,,Q,0.10881911981276597,0.0,TN,0
198,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,,S,0.01,0.0,TN,0
199,3,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,370370,7.75,,Q,0.9034565573315569,1.0,TP,1
200,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,,S,0.94,1.0,FP,0
201,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,,S,0.014548790648635847,0.0,TN,0
202,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S,0.0,0.0,TN,0
203,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,,S,0.01,0.0,TN,0
204,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C,0.06,0.0,TN,0
205,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,,S,0.008419642857142856,0.0,FN,1
206,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,0.93,1.0,FP,0
207,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,,S,0.13266666666666665,0.0,TN,0
208,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,,C,0.0,0.0,FN,1
209,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,,Q,0.8690000000000001,1.0,TP,1
210,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,0.07071428571428572,0.0,FN,1
211,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,0.25196888053467,0.0,TN,0
212,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,,S,0.88,1.0,TP,1
213,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,,S,0.0,0.0,TN,0
214,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,,S,0.006666666666666666,0.0,TN,0
215,3,"Kiernan, Mr. Philip",male,,1,0,367229,7.75,,Q,0.08833333333333332,0.0,TN,0
216,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,0.99,1.0,TP,1
217,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,,S,0.7456666666666668,1.0,TP,1
218,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,,S,0.05,0.0,TN,0
219,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,1.0,1.0,TP,1
220,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,,S,0.005,0.0,TN,0
221,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S,0.0003125,0.0,FN,1
222,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,,S,0.0275,0.0,TN,0
223,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,,S,0.1175,0.0,TN,0
224,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,0.06595825708748018,0.0,TN,0
225,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,0.06,0.0,FN,1
226,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,,S,0.0003125,0.0,TN,0
227,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,,S,0.0,0.0,FN,1
228,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,0.18505290297937355,0.0,TN,0
229,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,,S,0.037738095238095244,0.0,TN,0
230,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,0.0,0.0,TN,0
231,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,1.0,1.0,TP,1
232,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,,S,0.505987570106996,1.0,FP,0
